group1,group2,group3,group4,id,temp,x,y,z
75328750043856,72421753940605,30286735455222,1.8206007178922e+14,0,923.03917181192,20.26,0,0
75333203309135,72421469813988,30286275557566,1.8205821247326e+14,0.11758793969849,923.03873454164,20.26,0.11758793969849,0
75346422729680,72420680982143,30284912604862,1.8205251421103e+14,0.23517587939698,923.03733358484,20.26,0.23517587939698,0
75368510490388,72419397168920,30282636688981,1.8204287821043e+14,0.35276381909548,923.03494883401,20.26,0.35276381909548,0
75399473225635,72417616357556,30279447149234,1.8202930181311e+14,0.47035175879397,923.03163397225,20.26,0.47035175879397,0
75438961561643,72415289407854,30275380376968,1.820121542644e+14,0.58793969849246,923.02776128917,20.26,0.58793969849246,0
75487166540015,72412437624714,30270413764581,1.8199124296179e+14,0.70552763819095,923.02310044769,20.26,0.70552763819095,0
75544261619457,72409078703293,30264532882939,1.8196638831558e+14,0.82311557788945,923.01778717919,20.26,0.82311557788945,0
75612593058298,72404209005269,30256025804046,1.8192977087927e+14,0.94070351758794,923.0138698882,20.26,0.94070351758794,0
75695059315037,72396647601710,30242944022081,1.8187186587393e+14,1.0582914572864,923.01317812912,20.26,1.0582914572864,0
75791421302904,72387508965538,30227290400226,1.8180038317188e+14,1.1758793969849,923.01216893373,20.26,1.1758793969849,0
75901742657286,72376777298193,30209051218564,1.8171528647895e+14,1.2934673366834,923.01083792112,20.26,1.2934673366834,0
76026049097952,72364428401692,30188221890037,1.8161657012349e+14,1.4110552763819,923.00921790937,20.26,1.4110552763819,0
76164368865715,72350434884364,30164797178810,1.8150422892557e+14,1.5286432160804,923.0073510161,20.26,1.5286432160804,0
76317174747892,72334702371665,30138686118593,1.813778333101e+14,1.6462311557789,923.00528891479,20.26,1.6462311557789,0
76484233291210,72317162857823,30109906952013,1.8123766648907e+14,1.7638190954774,923.00310008746,20.26,1.7638190954774,0
76665408374019,72297871704625,30078511040918,1.8108386570587e+14,1.8814070351759,923.00082089582,20.26,1.8814070351759,0
76851532419532,72283837648295,30055594600753,1.8097213115808e+14,1.9989949748744,922.99970417862,20.26,1.9989949748744,0
77045609922619,72270622675620,30033652417281,1.8086533745934e+14,2.1165829145729,922.94014953533,20.26,2.1165829145729,0
77248610667100,72257231762874,30010898976043,1.8075424970891e+14,2.2341708542714,925.37842174659,20.26,2.2341708542714,0
