group1,group2,group3,group4,id,temp,x,y,z
87385674545913,85638217117365,33959998084110,1.2633393947176e+14,0,986.95027475789,0,1.625,0
87424222843024,85633921278483,33949892760321,1.2629750028962e+14,0.27373737373737,987.31345472387,0.27373737373737,1.625,0
87528519746291,85622265468073,33922589801173,1.261991307572e+14,0.54747474747475,988.40691714449,0.54747474747475,1.625,0
87706205258138,85602292670180,33876197201950,1.2603226669754e+14,0.82121212121212,990.63649806299,0.82121212121212,1.625,0
87956092214924,85573949140445,33811225131534,1.2579919673772e+14,1.0949494949495,994.61983794386,1.0949494949495,1.625,0
88275542859335,85537307538303,33728598130881,1.2550377271003e+14,1.3686868686869,1001.1383912992,1.3686868686869,1.625,0
88672910957367,85490991048407,33626497313894,1.2514040775018e+14,1.6424242424242,1011.7481552506,1.6424242424242,1.625,0
89146126848340,85434741193420,33505771510742,1.2471311845156e+14,1.9161616161616,1028.080546612,1.9161616161616,1.625,0
89660251079955,85373681677938,33373413595783,1.242464297978e+14,2.189898989899,1054.7006412265,2.189898989899,1.625,0
90154967748783,85320617771160,33246974195826,1.237957536771e+14,2.4636363636364,1077.3425358063,2.4636363636364,1.625,0
90626614397666,85276319506951,33128180673449,1.2336682591021e+14,2.7373737373737,1094.0251233722,2.7373737373737,1.625,0
91077087021350,85239601503449,33015794681912,1.2295641567435e+14,3.0111111111111,1105.2857915198,3.0111111111111,1.625,0
91509086058454,85209331203964,32908738289694,1.2256185086687e+14,3.2848484848485,1113.2040878918,3.2848484848485,1.625,0
91923786730579,85184856893889,32806346331214,1.2218163069754e+14,3.5585858585859,1118.6660932129,3.5585858585859,1.625,0
92321305874848,85165825183059,32708267116235,1.2181521774649e+14,3.8323232323232,1121.2869096081,3.8323232323232,1.625,0
92702659817015,85151855429008,32613993341068,1.2146194876106e+14,4.1060606060606,1123.9310998463,4.1060606060606,1.625,0
93068602365916,85142216058752,32523059153899,1.2112059741933e+14,4.379797979798,1125.9621158513,4.379797979798,1.625,0
93418484609267,85136182061080,32435952102732,1.2079005509089e+14,4.6535353535354,1127.3614944319,4.6535353535354,1.625,0
93752332399467,85133686182812,32353294552678,1.2047099320463e+14,4.9272727272727,1127.575396695,4.9272727272727,1.625,0
94072072207085,85134116394321,32274434208485,1.2016225239438e+14,5.2010101010101,1128.2532325954,5.2010101010101,1.625,0
94377606606927,85137359370907,32199266710093,1.1986411950002e+14,5.4747474747475,1128.3365668837,5.4747474747475,1.625,0
94669007979794,85143242702276,32127660717081,1.1957678396819e+14,5.7484848484848,1128.2109978734,5.7484848484848,1.625,0
94947283913016,85151460472987,32059265791063,1.1929968122891e+14,6.0222222222222,1127.443822119,6.0222222222222,1.625,0
95213315488192,85161705461218,31993740868225,1.1903239429675e+14,6.2959595959596,1127.7387370044,6.2959595959596,1.625,0
95465319025921,85174223771763,31931420401855,1.1877650025725e+14,6.569696969697,1127.0742136405,6.569696969697,1.625,0
95705447912454,85188058821712,31872106275263,1.1853072385833e+14,6.8434343434343,1126.2218412548,6.8434343434343,1.625,0
95934472348156,85202345748801,31816100920266,1.1829476089657e+14,7.1171717171717,1125.3244735057,7.1171717171717,1.625,0
96152194243641,85216646699584,31763478955172,1.1806927594961e+14,7.3909090909091,1126.3241748915,7.3909090909091,1.625,0
96358594729223,85231256021513,31714100682959,1.1785409162263e+14,7.6646464646465,1126.0344961909,7.6646464646465,1.625,0
96554494302786,85245874015382,31667697248125,1.1764881493495e+14,7.9383838383838,1125.6851993001,7.9383838383838,1.625,0
96740157968006,85260372312605,31624143670936,1.1745339019523e+14,8.2121212121212,1125.2707293383,8.2121212121212,1.625,0
96914574597503,85274698210853,31583663293712,1.1726888261193e+14,8.4858585858586,1124.021152283,8.4858585858586,1.625,0
97079525553777,85288515889883,31545734865529,1.1709401387071e+14,8.759595959596,1123.3577524413,8.759595959596,1.625,0
97234580703342,85301721418389,31510449282481,1.1692937547777e+14,9.0333333333333,1123.481344361,9.0333333333333,1.625,0
97379698498816,85315131275777,31477805112311,1.1677421140453e+14,9.3070707070707,1123.5765139685,9.3070707070707,1.625,0
97514790273222,85328887407256,31447771317188,1.1662848557103e+14,9.5808080808081,1123.5222271934,9.5808080808081,1.625,0
97638596074106,85342875716116,31420637343552,1.1649360074661e+14,9.8545454545455,1123.4250656926,9.8545454545455,1.625,0
97752427080000,85356975595091,31396037199408,1.1636843497057e+14,10.128282828283,1123.2173195829,10.128282828283,1.625,0
97856651043617,85371097643784,31373852214492,1.1625276245805e+14,10.40202020202,1122.9794972545,10.40202020202,1.625,0
97951105660310,85385289401390,31354107330017,1.1614669678273e+14,10.675757575758,1121.9937327775,10.675757575758,1.625,0
98036589750289,85399200962702,31336560581067,1.1604996877587e+14,10.949494949495,1122.4020219824,10.949494949495,1.625,0
98112556907292,85413058644918,31321345153624,1.1596283978139e+14,11.223232323232,1122.5224498542,11.223232323232,1.625,0
98178483766559,85426335676089,31308559801095,1.1588622261408e+14,11.49696969697,1121.9406562587,11.49696969697,1.625,0
98236015014569,85438424518957,31297828562268,1.158190386714e+14,11.770707070707,1121.3268173106,11.770707070707,1.625,0
98285249696173,85448905430653,31289099629977,1.1576173387713e+14,12.044444444444,1122.3300858441,12.044444444444,1.625,0
98325502367723,85458317670318,31282565875482,1.157143239576e+14,12.318181818182,1122.323565065,12.318181818182,1.625,0
98357294376660,85466484375254,31278087167763,1.1567654221875e+14,12.591919191919,1122.2692656081,12.591919191919,1.625,0
98380713152648,85473403957850,31275646014232,1.1564831190145e+14,12.865656565657,1122.1580781637,12.865656565657,1.625,0
98394327878275,85478947673868,31275607724416,1.1563115385687e+14,13.139393939394,1121.5446335347,13.139393939394,1.625,0
98399924748567,85483193482184,31277546928971,1.1562325112187e+14,13.413131313131,1121.1254839545,13.413131313131,1.625,0
98397144213876,85486114281086,31281478820222,1.1562505517856e+14,13.686868686869,1121.1236533185,13.686868686869,1.625,0
98385842680630,85488170535567,31287009690194,1.1563657233287e+14,13.960606060606,1121.5420647753,13.960606060606,1.625,0
98366334090945,85489521086518,31294031032128,1.1565734554188e+14,14.234343434343,1122.1592339342,14.234343434343,1.625,0
98336802265524,85490160989338,31302939369373,1.1568918094765e+14,14.508080808081,1122.2789381641,14.508080808081,1.625,0
98298698435363,85490137810209,31313462260779,1.1573055108136e+14,14.781818181818,1122.3461323797,14.781818181818,1.625,0
98251922811297,85489473453522,31325630531420,1.1578152705896e+14,15.055555555556,1122.370448465,15.055555555556,1.625,0
98195945852397,85488357198146,31339599362779,1.1584237143112e+14,15.329292929293,1121.3900948896,15.329292929293,1.625,0
98131388161229,85486403497335,31355126731926,1.1591306533187e+14,15.60303030303,1122.0353484269,15.60303030303,1.625,0
98058174014133,85483977348596,31372314760423,1.1599316171234e+14,15.876767676768,1122.6569486859,15.876767676768,1.625,0
97975186581226,85480794397058,31391788520553,1.1608362255179e+14,16.150505050505,1122.5725166358,16.150505050505,1.625,0
97883380185059,85476582483454,31413648515657,1.1618346466616e+14,16.424242424242,1122.1861205206,16.424242424242,1.625,0
97783307160559,85471143403864,31437756929362,1.1629241430842e+14,16.69797979798,1123.1812333843,16.69797979798,1.625,0
97674086804303,85464954158863,31464340771082,1.1641075446612e+14,16.971717171717,1123.4153244964,16.971717171717,1.625,0
97555883680109,85457979845235,31493380458356,1.1653835962031e+14,17.245454545455,1123.6052937374,17.245454545455,1.625,0
97428334118511,85450312380364,31525004083491,1.1667544058886e+14,17.519191919192,1123.6680873959,17.519191919192,1.625,0
97290202534554,85441977273183,31559604529309,1.1682307166514e+14,17.792929292929,1123.6649994446,17.792929292929,1.625,0
97142662693308,85433193223077,31596907958816,1.1697986787796e+14,18.066666666667,1123.4871674519,18.066666666667,1.625,0
96985667383732,85424032467831,31636801642546,1.1714595086856e+14,18.340404040404,1123.2647383695,18.340404040404,1.625,0
96818709660912,85414449941043,31678817435074,1.1732238563915e+14,18.614141414141,1123.8549076941,18.614141414141,1.625,0
96642148486340,85404623093577,31722872320780,1.1750859368476e+14,18.887878787879,1125.056051176,18.887878787879,1.625,0
96454212695552,85394873653551,31769473342199,1.1770584308276e+14,19.161616161616,1125.4445521646,19.161616161616,1.625,0
96255930153242,85385232761207,31818445081361,1.179130454175e+14,19.435353535354,1125.7858111384,19.435353535354,1.625,0
96047041037164,85375832607689,31869912203225,1.1813024662348e+14,19.709090909091,1126.0843787649,19.709090909091,1.625,0
95826730486801,85366972848302,31924146104745,1.1835783355362e+14,19.982828282828,1125.1111829388,19.982828282828,1.625,0
95594999304540,85358451165413,31981191800544,1.1859598095334e+14,20.256565656566,1126.0556067155,20.256565656566,1.625,0
95352007154985,85350639423324,32041059531226,1.1884399200008e+14,20.530303030303,1126.9751239445,20.530303030303,1.625,0
95096860125456,85343904614955,32103776455461,1.1910216187933e+14,20.80404040404,1127.7059167134,20.80404040404,1.625,0
